PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
3901957,PSAL,20190927,,4,Bad salinity,BO
3901961,PSAL,20200311,,4,Suspected fast salinity drift from cycle 78 onwards,BO
3901962,PSAL,20190921,,3,Severe PSAL drift,BO
3901963,PSAL,20191223,,4,Salinity drift confirmed in DMQC,BO
3901979,PSAL,20181229,,3,likely salinity drift from cycle 109,BO
3901981,PSAL,20180514,,4,CTD plugs accidentally left on so the salinity is spurious,BO
6900614,PSAL,20100805,,4,flushing or pump problem,BO
6900615,PRES,20120125,,4,pressure sensor fail,BO
6900615,PSAL,20120125,,4,pressure sensor fail,BO
6900615,TEMP,20120125,,4,pressure sensor fail,BO
6900617,PRES,20121114,,4,Mechanical (piston) failure,BO
6900617,PSAL,20121114,,4,Mechanical (piston) failure,BO
6900617,TEMP,20121114,,4,Mechanical (piston) failure,BO
6900622,PRES,20120620,,4,Druck microleak,BO
6900622,PSAL,20120620,,4,Druck microleak,BO
6900622,TEMP,20120620,,4,Druck microleak,BO
6900647,PRES,20120620,,4,Mechanical (piston) failure,BO
6900647,PSAL,20080312,20081218,3,sensor problem,BO
6900647,TEMP,20120620,,4,Mechanical (piston) failure,BO
6900651,PSAL,20090201,,3,flushing or pump problem,BO
6900654,PRES,20100628,,4,sensor problem,BO
6900654,PSAL,20100628,,4,sensor problem,BO
6900654,TEMP,20100628,,4,sensor problem,BO
6901119,PSAL,20160207,,4,Conductivity sensor problem,BO
6901151,DOXY,20140523,20141022,4,sensor_issue_metbio001b,BO
6901151,DOXY,20141023,20150124,3,sensor_issue_metbio001b,BO
6901151,DOXY,20150125,,4,sensor_issue_metbio001b,BO
6901152,DOXY,20150831,,4,sensor_issue_metbio002b,BO
6901168,PSAL,20150709,,3,Salinity sensor problem - routine spiking and resultant improbable density profile,BO
6901174,DOXY,20170803,,4,sensor_issue_metbio004d,BO
6901174,PRES,20190228,,4,symptoms of conductivity sensor drift,BO
6901174,PSAL,20190228,,4,symptoms of conductivity sensor drift,BO
6901174,TEMP,20190228,,4,symptoms of conductivity sensor drift,BO
6901192,PSAL,20190727,,3,Bias suggested by Altimetry QC report,BO
6901198,PSAL,20190726,,4,sensor problem,BO
6901211,PSAL,20181115,,3,Bias suggested by Altimetry QC report,BO
1901120,PRES,20100322,,3,snowflake? - dead and waiting for DMQC,CS
1901120,PSAL,20100322,,3,snowflake? - dead and waiting for DMQC,CS
1901120,TEMP,20100322,,3,snowflake? - dead and waiting for DMQC,CS
1901153,DOXY,20180515,20190629,4,faulty sensor identified in Josh Plant audit,CS
1901165,PSAL,20130824,,3,Drift in salinity identified,CS
1901320,PSAL,20120517,,3,Salinity bad - still alive,CS
1901324,PSAL,20200224,,4,Uncorrectable PSAL offset,CS
1901325,PSAL,20190910,,3,Drift in salinity identified,CS
1901330,PSAL,20140506,,3,Maybe cracked cell,CS
1901340,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901341,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901342,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901343,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901347,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901348,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901734,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5900045,PSAL,20130913,,3,now dead - waiting for DMQC,CS
5900348,PRES,20120118,,3,now dead - waiting for DMQC,CS
5900348,PSAL,20120118,,3,now dead - waiting for DMQC,CS
5900348,TEMP,20120118,,3,now dead - waiting for DMQC,CS
5901619,PSAL,20090530,20120105,3,CTD problem after grounding - still alive - DMQC determined biofouling now cleared,CS
5901649,PRES,20080928,,3,now dead - waiting for DMQC,CS
5901649,PSAL,20080928,,3,now dead - waiting for DMQC,CS
5901649,TEMP,20080928,,3,now dead - waiting for DMQC,CS
5901659,PSAL,20120108,,3,Salinity bad from profile 133 - still alive,CS
5901665,PSAL,20111217,,3,deep S is bad so entire profile is suspect - revisit in DM - still alive,CS
5901667,PRES,20100811,,3,snowflake? - still alive,CS
5901667,PSAL,20100811,,3,snowflake? - still alive,CS
5901667,TEMP,20100811,,3,snowflake? - still alive,CS
5901668,PRES,20150929,,3,deep problems and S offset,CS
5901668,PSAL,20150929,,3,deep problems and S offset,CS
5901668,TEMP,20150929,,3,deep problems and S offset,CS
5901676,PRES,20091020,,3,bad P,CS
5901676,PSAL,20091020,,3,bad P,CS
5901676,TEMP,20091020,,3,bad P,CS
5901683,PSAL ,20100205,20120406,3,still alive,CS
5901689,PRES,20090506,,3,Not returning useable data,CS
5901689,PSAL,20090506,,3,Not returning useable data,CS
5901689,TEMP,20090506,,3,Not returning useable data,CS
5901694,PSAL,20120201,,3,disappeared then bad data - still alive,CS
5901694,TEMP,20120201,,3,disappeared then bad data - still alive,CS
5901698,DOXY,20151129,20161103,4,faulty sensor identified in Josh Plant audit,CS
5901700,PSAL,20131209,,3,dodgy data generally. Will be reassessed in DMQC,CS
5901700,TEMP,20131209,,3,dodgy data generally. Will be reassessed in DMQC,CS
5901702,PSAL,20111214,20120222,3,fouling? Still alive,CS
5901702,PSAL,20150904,,3,constant S,CS
5901702,TEMP,20150904,,3,constant T,CS
5901703,PRES,20101212,,3,druck snowflake? - still alive,CS
5901703,PSAL,20101212,,3,druck snowflake? - still alive,CS
5901703,TEMP,20101212,,3,druck snowflake? - still alive,CS
5903221,PSAL,20130313,20140628,3,fresh salinity offset that hasn't recovered,CS
5903251,PSAL,20140109,,4,Bad salinity from cycle 170,CS
5903628,PRES,20110113,20110113,3,severe S offset - still alive -  P should not have been grey listed - S issue only,CS
5903628,PSAL,20110113,20110303,3,severe S offset - still alive - biofouling - only lasted 5 profiles.,CS
5903628,TEMP,20110113,20110113,3,severe S offset - still alive -  T should not have been grey listed - S issue only,CS
5903630,PRES,20101219,,3,now dead - waiting for DMQC,CS
5903630,PSAL,20101219,,3,now dead - waiting for DMQC,CS
5903630,TEMP,20101219,,3,now dead - waiting for DMQC,CS
5903631,PSAL,20151012,,3,jumped salty,CS
5903640,PSAL,20130914,,3,fresh salinity offset corrected earlier by test 16,CS
5903660,PSAL,20120130,,3,now dead - waiting for DMQC,CS
5903665,PSAL,20160303,,3,Very low salinity,CS
5903672,PSAL,20191030,,3,Drift in salinity identified,CS
5903694,PSAL,20171020,,4,Uncorrectable fresh drift from 224,CS
5903700,PSAL,20120217,,3,spikey salinity - still alive,CS
5903701,PSAL,20200508,,3,Drift in salinity identified,CS
5903706,PSAL,20190110,,3,Drift in salinity identified,CS
5903707,PSAL,20111111,20111130,3,Spikely salinity for first three profiles - then OK - still alive,CS
5903911,PRES,20160330,,3,Piston stuck probably biofouled,CS
5903911,PSAL,20160330,,3,Piston stuck probably biofouled,CS
5903911,TEMP,20160330,,3,Piston stuck probably biofouled,CS
5903914,PRES,20140708,,3,Surface pressure offset from profile 96,CS
5903914,PSAL,20131220,,3,Salinity spikes from profile 76 and drift from profile 134,CS
5903914,TEMP,20140708,,3,Surface pressure offset makes Temp unreliable,CS
5904248,PSAL,20190508,,4,Uncorrectable drift in PSAL from cycle 215,CS
5904892,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904893,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904894,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904895,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904896,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904901,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904902,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904903,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904904,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904916,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904917,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904918,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904925,PRES,20150724,,3,RBR Pilot sensor,CS
5904925,PSAL,20150724,,3,RBR Pilot sensor,CS
5904925,TEMP,20150724,,3,RBR Pilot sensor,CS
5904926,PSAL,20161107,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904927,PSAL,20160313,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904928,PSAL,20150920,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904929,PSAL,20150920,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904930,PSAL,20150918,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904994,PSAL,20170407,,3,Drift in salinity identified,CS
5904995,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904996,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904997,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904998,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904999,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905000,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905001,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905002,PSAL,20140427,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905003,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905004,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905005,PSAL,20151215,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905006,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905007,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905013,PSAL,20171110,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905014,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905015,PSAL,20171231,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905017,PSAL,20190901,,4,Drift in salinity identified,CS
5905018,PSAL,20170621,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905019,PSAL,20180910,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Uncorrectable salinity drift.,CS
5905020,PSAL,20180325,,4,DMQC required OW correction; QC as 4 in Rtime until next DMQC. Bad PSAL identified in Objective Analysis from cycle 121.,CS
5905021,PSAL,20170308,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905022,DOXY,20160625,20160724,4,faulty sensor identified in Josh Plant audit,CS
5905022,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905024,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905025,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905026,PSAL,20180215,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905027,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905028,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905029,PSAL,20180620,,4,drift in salinity identified; SBE sensor serial #in 6000-7100 assessed as OK prior to this date,CS
5905030,DOXY,20160417,20160613,4,faulty sensor identified in Josh Plant audit,CS
5905039,PSAL,20180425,,4,drift in salinity identified. SBE sensor serial # in 6000-7100 assessed as OK prior to this date,CS
5905043,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905165,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905166,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905167,PSAL,20161211,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905173,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905179,PSAL,20180820,,4,Sudden uncorrectable offset in PSAL,CS
5905181,PSAL,20180901,,4,Bad PSAL in DMQC,CS
5905184,PSAL,20200110,,4,Drift in salinity identified,CS
5905185,PSAL,20180720,,3,Drift in salinity identified.,CS
5905186,PSAL,20190613,,4,Uncorrectable drift in PSAL from cycle 94,CS
5905191,PSAL,20200512,,3,Drift in salinity identified,CS
5905192,PSAL,20180825,,3,Drift in salinity identified,CS
5905193,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905392,PSAL,20180407,,3,Drift in salinity identified,CS
5905395,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905414,PSAL,20200901,,4,Uncorrectable PSAL offset,CS
5905416,PSAL,20181010,,4,Fresh offset throughout,CS
5905417,PSAL,20200904,,4,Uncorrectable PSAL offset,CS
5905468,PRES,20200727,,3,RBR Pilot sensor,CS
5905468,PSAL,20200727,,3,RBR Pilot sensor,CS
5905468,TEMP,20200727,,3,RBR Pilot sensor,CS
5905482,PRES,20200921,,3,RBR Pilot sensor,CS
5905482,PSAL,20200921,,3,RBR Pilot sensor,CS
5905482,TEMP,20200921,,3,RBR Pilot sensor,CS
5905483,PRES,20200923,,3,RBR Pilot sensor,CS
5905483,PSAL,20200923,,3,RBR Pilot sensor,CS
5905483,TEMP,20200923,,3,RBR Pilot sensor,CS
5906614,PRES,20200925,,3,RBR Pilot sensor,CS
5906614,PSAL,20200925,,3,RBR Pilot sensor,CS
5906614,TEMP,20200925,,3,RBR Pilot sensor,CS
5906615,PRES,20200927,,3,RBR Pilot sensor,CS
5906615,PSAL,20200927,,3,RBR Pilot sensor,CS
5906615,TEMP,20200927,,3,RBR Pilot sensor,CS
5906616,PRES,20200927,,3,RBR Pilot sensor,CS
5906616,PSAL,20200927,,3,RBR Pilot sensor,CS
5906616,TEMP,20200927,,3,RBR Pilot sensor,CS
5906617,PRES,20200929,,3,RBR Pilot sensor,CS
5906617,PSAL,20200929,,3,RBR Pilot sensor,CS
5906617,TEMP,20200929,,3,RBR Pilot sensor,CS
5906618,PRES,20201001,,3,RBR Pilot sensor,CS
5906618,PSAL,20201001,,3,RBR Pilot sensor,CS
5906618,TEMP,20201001,,3,RBR Pilot sensor,CS
5906619,PRES,20201002,,3,RBR Pilot sensor,CS
5906619,PSAL,20201002,,3,RBR Pilot sensor,CS
5906619,TEMP,20201002,,3,RBR Pilot sensor,CS
7900325,PSAL,20110309,,3,severe and persistent fresh offset.,CS
7900326,PSAL,20141017,,3,Salinity drift from profile 134,CS
7900336,PSAL,20180619,,4,Drift in salinity identified.,CS
7900390,PSAL,20180420,,4,Uncorrectable drift in PSAL from cycle 164,CS
7900391,PSAL,20181117,,4,Drift in salinity identified.,CS
7900609,PSAL,20160409,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900610,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900611,PSAL,20171014,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900612,PSAL,20151217,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900613,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900614,PSAL,20151219,,4,uncorrectable PSAL drift,CS
7900615,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900617,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900618,PSAL,20200614,,3,Drift in salinity identified,CS
7900620,PSAL,20160505,,4,cracked cell probably,CS
7900620,TEMP,20160505,,4,cracked cell probably,CS
7900621,PSAL,20191225,,4,Uncorrectable PSAL offset,CS
7900622,PSAL,20190301,,4,Uncorrectable drift in PSAL from cycle 84,CS
7900623,PSAL,20190515,,4,Uncorrectable salinity drift,CS
7900631,PSAL,20200814,,4,Uncorrectable PSAL offset,CS
7900642,PSAL,20190420,,4,Uncorrectable drift in PSAL from deployment,CS
7900644,PSAL,20191227,,3,Drift in salinity identified,CS
7900897,PRES,20200203,,4,Float in experimental mission. waiting for DMQC,CS
7900897,PSAL,20200203,,4,Float in experimental mission. waiting for DMQC,CS
7900897,TEMP,20200203,,4,Float in experimental mission. waiting for DMQC,CS
7900898,PRES,20200203,,4,Float in experimental mission. waiting for DMQC,CS
7900898,PSAL,20200203,,4,Float in experimental mission. waiting for DMQC,CS
7900898,TEMP,20200203,,4,Float in experimental mission. waiting for DMQC,CS
7900899,PRES,20200220,,4,Float in experimental mission. waiting for DMQC,CS
7900899,PSAL,20200220,,4,Float in experimental mission. waiting for DMQC,CS
7900899,TEMP,20200220,,4,Float in experimental mission. waiting for DMQC,CS
7900901,PRES,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900901,PSAL,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900901,TEMP,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900902,PRES,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900902,PSAL,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900902,TEMP,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900903,PRES,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900903,PSAL,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900903,TEMP,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900904,PRES,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900904,PSAL,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900904,TEMP,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900905,PRES,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900905,PSAL,20200226,,4,Float in experimental mission. waiting for DMQC,CS
7900905,TEMP,20200226,,4,Float in experimental mission. waiting for DMQC,CS
2901177,DOXY,20090420,,3,poor sensor performance,HZ
2901489,PSAL,20120904,,4,sensor problem,HZ
2901512,PSAL,20111114,,4,sensor problem,HZ
2901545,PSAL,20180821,,3,sensor problem,HZ
2901549,PSAL,20150909,,4,sensor problem,HZ
2902548,PSAL,20120225,,4,sensor problem,HZ
2902588,PSAL,20150311,,3,sensor problem,HZ
2902606,PSAL,20150202,,3,sensor problem,HZ
2902609,PSAL,20181216,,3,salinity drift,HZ
2902611,PSAL,20160912,,4,sensor problem,HZ
2902614,PSAL,20170821,,3,salinity drift,HZ
2902615,PSAL,20180627,,3,salinity drift,HZ
2902670,PSAL,20150909,,4,sensor problem,HZ
2902682,PSAL,20200919,,3,conductivity sensor problem,HZ
2902689,PSAL,20160814,,3,sensor problem,HZ
2902715,PSAL,20180829,,3,salinity drift,HZ
2902723,PSAL,20180529,,4,sensor problem,HZ
2902730,PRES,20180112,,3,RBR sensor problem,HZ
2902730,PSAL,20180112,,3,RBR sensor problem,HZ
2902730,TEMP,20180112,,3,RBR sensor problem,HZ
2902737,PSAL,20180102,,3,sensor problem,HZ
2902738,PSAL,20200109,,3,maybe poor sensor performance,HZ
2902759,PSAL,20191006,,2,maybe poor sensor performance,HZ
1900135,PSAL,20040103,,4,VB 28/06/05,IF
1900135,TEMP,20040103,,4,VB 28/06/05,IF
1900650,DOXY,20060611,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
1900651,DOXY,20060619,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
1900652,DOXY,20060703,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900275,DOXY,20040825,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900281,DOXY,20040825,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900515,DOXY,20051027,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900516,DOXY,20051027,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900522,DOXY,20060531,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900522,PSAL,20060918,,4,DD (20190703): jump 3 PSU fresher,IF
3901065,PSAL,20080904,,4,DD (20190208): hard drift,IF
3901067,PSAL,20090327,20090516,4,DD (20190206): some dirt/fooling,IF
3901067,PSAL,20101019,,4,DD (20190206): end of life,IF
3901075,PSAL,20110602,20110704,4,DD: bad cycles,IF
3901082,PSAL,20100205,20110113,4,DD (20190208): transient dirt,IF
3901608,PSAL,20190322,,3,VB (20190829) demande du PI,IF
3901609,PSAL,20180916,,4,DD (20190603): drift not adjustable (OWC Birgit),IF
3901611,PSAL,20180923,,4,DD (20190408): hard jump not rescueable (OWC Birgit),IF
3901628,PSAL,20190426,,3,DD (20190605): drift (OWC Birgit),IF
3901636,PSAL,20180918,,3,CC 20181011 drift request from PI,IF
3901643,PSAL,20200915,,3,CC 20201120 Request from PI,IF
3901652,PSAL,20191106,,3,DD (20200123): drifting,IF
3901656,PSAL,20190919,,3,DD (20191009): drifting (OWC Birgit),IF
3901657,PSAL,20190201,,3,DD (20190315): drift suspected,IF
3901671,PSAL,20200707,,4,CC 20201006 Minmax alert,IF
3901675,PSAL,20200912,,4,CC 20201005 Minmax alert,IF
3901853,PSAL,20190702,,3,DD (20200203): drifting (OWC Giulio),IF
3901859,PSAL,20181122,,4,DD (20190408): drift not rescueable (OWC Birgit),IF
3901867,PSAL,20181122,20190220,3,DD (20190405): drift,IF
3901867,PSAL,20190220,,4,DD (20190405): hard drift,IF
3901869,PSAL,20191217,,3,DD (20200128): drift,IF
3901872,PSAL,20181223,,3,DD: drift,IF
3901873,PSAL,20190623,,3,DD (20191120): drifting,IF
3901890,PSAL,20190902,,3,DD (20191024): fast salty drift,IF
3901901,PSAL,20191228,,4,CC 27/08/2020 LOPS DMQC Salty drift,IF
3901903,PSAL,20201028,,3,CC 20201127 Minmax alert,IF
3901907,PSAL,20180518,,4,DD (20191220): drifting,IF
3901908,PSAL,20190517,,4,DD (20200309): fast salty drift (update),IF
3901919,PSAL,20201014,,4,CC 20201123 Minmax alert,IF
3901922,PSAL,20191228,,4,CC 27/08/2020 LOPS DMQC Salty drift,IF
3901930,PSAL,20190317,,3,DD (20190607): sensor failure,IF
3901930,TEMP,20190317,,3,DD (20190607): sensor failure,IF
3901931,PRES,20191117,,4,DD (20200123): Kistler pressure issue (comment from C.Cabanes),IF
3901931,PSAL,20191117,,4,DD (20200123): Kistler pressure issue (comment from C.Cabanes),IF
3901931,TEMP,20191117,,4,DD (20200123): Kistler pressure issue (comment from C.Cabanes),IF
3901937,PSAL,20201002,,3,CC 20201123 Minmax alert,IF
3902120,DOXY,20180313,20180315,4,remove_first_prof_april2019_ap,IF
3902120,DOXY,20190116,,4,dead_sensor_april2019_ap,IF
3902121,BBP700,20190321,,4, dead_prof_july2019_ap,IF
3902121,CDOM,20190921,,4, sensor_issue_APJUN20,IF
3902121,DOXY,20180315,20180318,4,remove_first_prof_april2019_ap,IF
3902121,DOXY,20190420,,4,dead_sensor_april2019_ap,IF
3902122,BBP700,20200515,,4,biofouling,IF
3902122,CDOM,20200315,,4,biofouling,IF
3902122,CHLA,20200515,,4,biofouling,IF
3902123,BBP700,20180401,20180402,4, dead_prof_may2019_ap,IF
3902123,BBP700,20200201,,4, drift_biofooling_APJUN20 ,IF
3902123,CDOM,20200201,,4, drift_biofooling_APJUN20,IF
3902123,CHLA,20180401,20180402,4,spike_profile_eribio004b,IF
3902123,CHLA,20200201,,4, drift_biofooling_APJUN20,IF
3902123,DOXY,20200201,,4,drift_biofooling_CS,IF
3902123,PSAL,20190511,,3,DD (20190607): slight drift,IF
3902124,BBP700,20200312,20200318,4,sensor problem Bbp_audit_V0,IF
3902125,DOXY,20171018,20171020,4,remove_first_prof_april2019_ap,IF
4900607,DOXY,20030907,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900608,DOXY,20040902,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900609,DOXY,20040901,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900610,DOXY,20040919,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900611,DOXY,20040915,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4901802,BBP700,20160816,20160817,4,sensor_issue_takapm013b,IF
4901802,CDOM,20160816,20160817,4,sensor_issue_takapm013b,IF
4901802,CHLA,20160816,20160817,4,sensor_issue_takapm013b,IF
4901803,BBP700,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,BBP700,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,BBP700,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,CDOM,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,CDOM,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,CDOM,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,CHLA,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,CHLA,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,CHLA,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWNWELLING_PAR,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWNWELLING_PAR,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWNWELLING_PAR,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE380,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE380,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE380,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE412,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE412,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE412,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE490,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE490,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE490,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOXY,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOXY,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOXY,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,PSAL,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,PSAL,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,PSAL,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,TEMP,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,TEMP,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,TEMP,20160721,20160722,4,sensor_issue_takapm005b,IF
